number,assigned_group,,,,,,,,,,,,,,
INC0316878,Collaboration Tools Support,,,,,,,,,,,,,,
INC0319284,Collaboration Tools Support,,,,,,,,,,,,,,
INC0319454,Collaboration Tools Support,,,,,,,,,,,,,,
INC0320032,Collaboration Tools Support,,,,,,,,,,,,,,
INC0320319,3rd Party Application Support,,,,,,,,,,,,,,
INC0320344,3rd Party Application Support,,,,,,,,,,,,,,
INC0320618,Integration Support,,,,,,,,,,,,,,
INC0320762,Integration Support,,,,,,,,,,,,,,
INC0320871,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0312439,Integration Support,,,,,,,,,,,,,,
INC0317439,Collaboration Tools Support,,,,,,,,,,,,,,
INC0317542,Collaboration Tools Support,,,,,,,,,,,,,,
INC0318616,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0320401,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321476,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0317524,Collaboration Tools Support,,,,,,,,,,,,,,
INC0320124,Collaboration Tools Support,,,,,,,,,,,,,,
INC0320850,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321461,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321661,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321714,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322024,SAP Vistex Support,,,,,,,,,,,,,,
INC0322072,SAP Vistex Support,,,,,,,,,,,,,,
INC0322073,Collaboration Tools Support,,,,,,,,,,,,,,
INC0304828,Collaboration Tools Support,,,,,,,,,,,,,,
INC0314871,Collaboration Tools Support,,,,,,,,,,,,,,
INC0316385,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321694,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321707,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321820,Integration Support,,,,,,,,,,,,,,
INC0321965,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322111,Lotus Notes Support,,,,,,,,,,,,,,
INC0322172,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322174,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322208,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322430,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322436,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322472,Lotus Notes Support,,,,,,,,,,,,,,
INC0322656,SAP Vistex Support,,,,,,,,,,,,,,
INC0305897,Collaboration Tools Support,,,,,,,,,,,,,,
INC0311335,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322178,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322234,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322431,Integration Support,,,,,,,,,,,,,,
INC0322509,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0322630,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0322673,SAP Vistex Support,,,,,,,,,,,,,,
INC0322802,Lotus Notes Support,,,,,,,,,,,,,,
INC0322993,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0321914,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322348,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0322643,3rd Party Application Support,,,,,,,,,,,,,,
INC0322880,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322957,Collaboration Tools Support,,,,,,,,,,,,,,
INC0323163,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321924,Collaboration Tools Support,,,,,,,,,,,,,,
INC0323089,Collaboration Tools Support,,,,,,,,,,,,,,
INC0323545,Collaboration Tools Support,,,,,,,,,,,,,,
INC0324089,Collaboration Tools Support,,,,,,,,,,,,,,
INC0324108,Integration Support,,,,,,,,,,,,,,
INC0320925,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322830,SAP Vistex Support,,,,,,,,,,,,,,
INC0322960,SAP Vistex Support,,,,,,,,,,,,,,
INC0324021,Collaboration Tools Support,,,,,,,,,,,,,,
INC0324164,Collaboration Tools Support,,,,,,,,,,,,,,
INC0324222,Lotus Notes Support,,,,,,,,,,,,,,
INC0324465,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0324616,Lotus Notes Support,,,,,,,,,,,,,,
INC0324636,Collaboration Tools Support,,,,,,,,,,,,,,
INC0324852,Collaboration Tools Support,,,,,,,,,,,,,,
INC0314633,Collaboration Tools Support,,,,,,,,,,,,,,
INC0663262,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322347,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322342,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322356,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322365,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322404,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322415,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322429,Collaboration Tools Support,,,,,,,,,,,,,,
INC0322907,Collaboration Tools Support,,,,,,,,,,,,,,
INC0323960,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0325216,Collaboration Tools Support,,,,,,,,,,,,,,
INC0325322,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0325326,Collaboration Tools Support,,,,,,,,,,,,,,
INC0321638,SAP Vistex Support,,,,,,,,,,,,,,
INC0325248,Filenet Support,,,,,,,,,,,,,,
INC0325404,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0325736,Collaboration Tools Support,,,,,,,,,,,,,,
INC0325866,Collaboration Tools Support,,,,,,,,,,,,,,
INC0325427,Lotus Notes Support,,,,,,,,,,,,,,
INC0325826,Lotus Notes Support,,,,,,,,,,,,,,
INC0325852,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0326077,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326083,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326081,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326090,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326093,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326095,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326098,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326108,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326111,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326112,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326115,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326116,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326117,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326119,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326121,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326122,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326124,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326127,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326128,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326131,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0326133,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326140,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326141,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326155,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326156,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326157,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326161,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326162,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326166,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326170,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326173,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326181,Integration Support,,,,,,,,,,,,,,
INC0326192,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326193,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326196,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326204,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326202,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326209,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326211,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326210,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326212,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326214,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326218,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326223,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326228,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326229,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326230,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326234,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326239,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326243,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326244,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326246,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326250,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326252,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326257,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326264,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326271,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326274,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326275,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326283,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326289,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326292,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326293,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326300,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326302,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326305,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326306,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326310,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326314,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326328,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326330,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326511,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326621,Integration Support,,,,,,,,,,,,,,
INC0322895,Collaboration Tools Support,,,,,,,,,,,,,,
INC0323215,Integration Support,,,,,,,,,,,,,,
INC0324182,Collaboration Tools Support,,,,,,,,,,,,,,
INC0325873,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326153,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326259,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326518,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327030,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0327090,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327240,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0312253,Collaboration Tools Support,,,,,,,,,,,,,,
INC0324293,Collaboration Tools Support,,,,,,,,,,,,,,
INC0324836,Collaboration Tools Support,,,,,,,,,,,,,,
INC0325165,Collaboration Tools Support,,,,,,,,,,,,,,
INC0325728,Lotus Notes Support,,,,,,,,,,,,,,
INC0325743,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326286,Integration Support,,,,,,,,,,,,,,
INC0327372,Microsoft Application Support,,,,,,,,,,,,,,
INC0327578,Integration Support,,,,,,,,,,,,,,
INC0330106,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327597,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327607,Collaboration Tools Support,,,,,,,,,,,,,,
INC0325640,Lotus Notes Support,,,,,,,,,,,,,,
INC0327811,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327865,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0328143,Integration Support,,,,,,,,,,,,,,
INC0328327,Integration Support,,,,,,,,,,,,,,
INC0328441,SAP Vistex Support,,,,,,,,,,,,,,
INC0328225,Collaboration Tools Support,,,,,,,,,,,,,,
INC0328772,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0324236,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327265,3rd Party Application Support,,,,,,,,,,,,,,
INC0328122,Collaboration Tools Support,,,,,,,,,,,,,,
INC0328236,Collaboration Tools Support,,,,,,,,,,,,,,
INC0328635,Collaboration Tools Support,,,,,,,,,,,,,,
INC0316818,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0323338,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327650,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327850,Collaboration Tools Support,,,,,,,,,,,,,,
INC0328642,Collaboration Tools Support,,,,,,,,,,,,,,
INC0328857,Collaboration Tools Support,,,,,,,,,,,,,,
INC0326186,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330237,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0329045,Collaboration Tools Support,,,,,,,,,,,,,,
INC0329256,Collaboration Tools Support,,,,,,,,,,,,,,
INC0329315,Collaboration Tools Support,,,,,,,,,,,,,,
INC0329956,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330119,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330306,SAP Vistex Support,,,,,,,,,,,,,,
INC0330317,Lotus Notes Support,,,,,,,,,,,,,,
INC0330326,Lotus Notes Support,,,,,,,,,,,,,,
INC0330357,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0330405,Lotus Notes Support,,,,,,,,,,,,,,
INC0330416,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330424,Lotus Notes Support,,,,,,,,,,,,,,
INC0330530,Lotus Notes Support,,,,,,,,,,,,,,
INC0330602,Collaboration Tools Support,,,,,,,,,,,,,,
INC0327118,Integration Support,,,,,,,,,,,,,,
INC0328006,Collaboration Tools Support,,,,,,,,,,,,,,
INC0329843,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330043,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330058,3rd Party Application Support,,,,,,,,,,,,,,
INC0330349,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330411,Integration Support,,,,,,,,,,,,,,
INC0330598,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330600,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330616,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330663,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0330961,Collaboration Tools Support,,,,,,,,,,,,,,
INC0328180,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0328855,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330507,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330686,Collaboration Tools Support,,,,,,,,,,,,,,
INC0330997,Integration Support,,,,,,,,,,,,,,
INC0331241,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0331265,Lotus Notes Support,,,,,,,,,,,,,,
INC0331278,Collaboration Tools Support,,,,,,,,,,,,,,
INC0331354,Collaboration Tools Support,,,,,,,,,,,,,,
INC0331502,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0331749,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0337470,Collaboration Tools Support,,,,,,,,,,,,,,
INC0339045,Collaboration Tools Support,,,,,,,,,,,,,,
INC0256590,Lotus Notes Support,,,,,,,,,,,,,,
INC0343860,Collaboration Tools Support,,,,,,,,,,,,,,
INC0346122,Collaboration Tools Support,,,,,,,,,,,,,,
INC0352449,Integration Support,,,,,,,,,,,,,,
INC0353456,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0352840,Collaboration Tools Support,,,,,,,,,,,,,,
INC0355296,Collaboration Tools Support,,,,,,,,,,,,,,
INC0356922,Collaboration Tools Support,,,,,,,,,,,,,,
INC0357678,Collaboration Tools Support,,,,,,,,,,,,,,
INC0359370,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0360126,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0364203,Collaboration Tools Support,,,,,,,,,,,,,,
INC0362134,SAP Vistex Support,,,,,,,,,,,,,,
INC0365247,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0368635,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0370764,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0371134,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0371301,Collaboration Tools Support,,,,,,,,,,,,,,
INC0234294,Integration Support,,,,,,,,,,,,,,
INC0250387,Integration Support,,,,,,,,,,,,,,
INC0274414,3rd Party Application Support,,,,,,,,,,,,,,
INC0372795,Lotus Notes Support,,,,,,,,,,,,,,
INC0374087,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0371382,Collaboration Tools Support,,,,,,,,,,,,,,
INC0381322,Integration Support,,,,,,,,,,,,,,
INC0226202,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0616990,Lotus Notes Support,,,,,,,,,,,,,,
INC0248789,Lotus Notes Support,,,,,,,,,,,,,,
INC0252192,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0254271,Collaboration Tools Support,,,,,,,,,,,,,,
INC0257440,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0264723,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0269749,Integration Support,,,,,,,,,,,,,,
INC0275528,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0274419,Lotus Notes Support,,,,,,,,,,,,,,
INC0282281,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0283285,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0307614,Integration Support,,,,,,,,,,,,,,
INC0315039,Integration Support,,,,,,,,,,,,,,
INC0327537,Integration Support,,,,,,,,,,,,,,
INC0322403,Collaboration Tools Support,,,,,,,,,,,,,,
INC0620568,Collaboration Tools Support,,,,,,,,,,,,,,
INC0335462,Integration Support,,,,,,,,,,,,,,
INC0335513,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0427510,Lotus Notes Support,,,,,,,,,,,,,,
INC0383957,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0390291,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391592,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0391442,Collaboration Tools Support,,,,,,,,,,,,,,
INC0396266,Collaboration Tools Support,,,,,,,,,,,,,,
INC0398290,Collaboration Tools Support,,,,,,,,,,,,,,
INC0399245,Collaboration Tools Support,,,,,,,,,,,,,,
INC0397521,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0401856,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0402137,Collaboration Tools Support,,,,,,,,,,,,,,
INC0417765,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0531989,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0400414,Microsoft Application Support,,,,,,,,,,,,,,
INC0535136,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401961,Collaboration Tools Support,,,,,,,,,,,,,,
INC0407116,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0406710,Collaboration Tools Support,,,,,,,,,,,,,,
INC0411167,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0412662,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0413385,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0414108,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0414315,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0411454,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0419162,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534411,Collaboration Tools Support,,,,,,,,,,,,,,
INC0419552,Collaboration Tools Support,,,,,,,,,,,,,,
INC0423220,Collaboration Tools Support,,,,,,,,,,,,,,
INC0424746,Collaboration Tools Support,,,,,,,,,,,,,,
INC0431491,Collaboration Tools Support,,,,,,,,,,,,,,
INC0427914,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0434503,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0430549,Filenet Support,,,,,,,,,,,,,,
INC0435861,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0436325,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0436497,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0437867,Integration Support,,,,,,,,,,,,,,
INC0439227,Lotus Notes Support,,,,,,,,,,,,,,
INC0437042,Collaboration Tools Support,,,,,,,,,,,,,,
INC0440316,Collaboration Tools Support,,,,,,,,,,,,,,
INC0508817,Collaboration Tools Support,,,,,,,,,,,,,,
INC0436179,Collaboration Tools Support,,,,,,,,,,,,,,
INC0439627,Collaboration Tools Support,,,,,,,,,,,,,,
INC0440664,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0441768,Collaboration Tools Support,,,,,,,,,,,,,,
INC0435678,Collaboration Tools Support,,,,,,,,,,,,,,
INC0441770,Collaboration Tools Support,,,,,,,,,,,,,,
INC0442305,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0447389,Collaboration Tools Support,,,,,,,,,,,,,,
INC0447713,Collaboration Tools Support,,,,,,,,,,,,,,
INC0459817,Filenet Support,,,,,,,,,,,,,,
INC0721427,Collaboration Tools Support,,,,,,,,,,,,,,
INC0442333,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0443242,Collaboration Tools Support,,,,,,,,,,,,,,
INC0444778,Collaboration Tools Support,,,,,,,,,,,,,,
INC0441606,Collaboration Tools Support,,,,,,,,,,,,,,
INC0443407,Collaboration Tools Support,,,,,,,,,,,,,,
INC0445100,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0447734,3rd Party Application Support,,,,,,,,,,,,,,
INC0448090,Collaboration Tools Support,,,,,,,,,,,,,,
INC0457591,Collaboration Tools Support,,,,,,,,,,,,,,
INC0620571,Collaboration Tools Support,,,,,,,,,,,,,,
INC0450778,Collaboration Tools Support,,,,,,,,,,,,,,
INC0450875,Collaboration Tools Support,,,,,,,,,,,,,,
INC0453770,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0451537,Collaboration Tools Support,,,,,,,,,,,,,,
INC0455089,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0454795,Collaboration Tools Support,,,,,,,,,,,,,,
INC0455172,Collaboration Tools Support,,,,,,,,,,,,,,
INC0513198,Collaboration Tools Support,,,,,,,,,,,,,,
INC0452897,Collaboration Tools Support,,,,,,,,,,,,,,
INC0461629,Collaboration Tools Support,,,,,,,,,,,,,,
INC0462796,Collaboration Tools Support,,,,,,,,,,,,,,
INC0461823,Collaboration Tools Support,,,,,,,,,,,,,,
INC0464453,Lotus Notes Support,,,,,,,,,,,,,,
INC0450880,Collaboration Tools Support,,,,,,,,,,,,,,
INC0459520,Collaboration Tools Support,,,,,,,,,,,,,,
INC0461461,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0464684,Integration Support,,,,,,,,,,,,,,
INC0467323,Collaboration Tools Support,,,,,,,,,,,,,,
INC0469238,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0466299,Collaboration Tools Support,,,,,,,,,,,,,,
INC0470766,Collaboration Tools Support,,,,,,,,,,,,,,
INC0456388,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0475602,Collaboration Tools Support,,,,,,,,,,,,,,
INC0475322,Collaboration Tools Support,,,,,,,,,,,,,,
INC0477088,Collaboration Tools Support,,,,,,,,,,,,,,
INC0481798,Collaboration Tools Support,,,,,,,,,,,,,,
INC0483565,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0481491,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0516043,SAP Vistex Support,,,,,,,,,,,,,,
INC0487266,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0519397,Lotus Notes Support,,,,,,,,,,,,,,
INC0488001,Collaboration Tools Support,,,,,,,,,,,,,,
INC0497028,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0320347,3rd Party Application Support,,,,,,,,,,,,,,
INC0501459,Collaboration Tools Support,,,,,,,,,,,,,,
INC0501318,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0503251,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0503314,Lotus Notes Support,,,,,,,,,,,,,,
INC0506069,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0508683,Collaboration Tools Support,,,,,,,,,,,,,,
INC0509661,SAP Vistex Support,,,,,,,,,,,,,,
INC0509083,3rd Party Application Support,,,,,,,,,,,,,,
INC0510849,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0512848,Collaboration Tools Support,,,,,,,,,,,,,,
INC0514750,Lotus Notes Support,,,,,,,,,,,,,,
INC0516999,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0524302,Integration Support,,,,,,,,,,,,,,
INC0514556,Collaboration Tools Support,,,,,,,,,,,,,,
INC0518107,Collaboration Tools Support,,,,,,,,,,,,,,
INC0517579,Collaboration Tools Support,,,,,,,,,,,,,,
INC0519408,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0507675,Collaboration Tools Support,,,,,,,,,,,,,,
INC0520812,Collaboration Tools Support,,,,,,,,,,,,,,
INC0523106,SAP Vistex Support,,,,,,,,,,,,,,
INC0523209,Integration Support,,,,,,,,,,,,,,
INC0522565,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0522781,Collaboration Tools Support,,,,,,,,,,,,,,
INC0523425,Collaboration Tools Support,,,,,,,,,,,,,,
INC0524749,Integration Support,,,,,,,,,,,,,,
INC0525208,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0526480,SAP Vistex Support,,,,,,,,,,,,,,
INC0526560,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0512306,Collaboration Tools Support,,,,,,,,,,,,,,
INC0518586,Collaboration Tools Support,,,,,,,,,,,,,,
INC0515662,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0523353,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531678,SAP Vistex Support,,,,,,,,,,,,,,
INC0524287,Collaboration Tools Support,,,,,,,,,,,,,,
INC0528563,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0532010,SAP Vistex Support,,,,,,,,,,,,,,
INC0532337,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0488155,Collaboration Tools Support,,,,,,,,,,,,,,
INC0518094,Collaboration Tools Support,,,,,,,,,,,,,,
INC0527406,Collaboration Tools Support,,,,,,,,,,,,,,
INC0528757,Collaboration Tools Support,,,,,,,,,,,,,,
INC0528709,Collaboration Tools Support,,,,,,,,,,,,,,
INC0529108,Integration Support,,,,,,,,,,,,,,
INC0530734,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531112,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0531505,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532761,Lotus Notes Support,,,,,,,,,,,,,,
INC0532773,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0532890,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0533009,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0533127,Collaboration Tools Support,,,,,,,,,,,,,,
INC0524239,Collaboration Tools Support,,,,,,,,,,,,,,
INC0525478,Integration Support,,,,,,,,,,,,,,
INC0527240,Collaboration Tools Support,,,,,,,,,,,,,,
INC0530175,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532645,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532785,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0532997,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0533109,Integration Support,,,,,,,,,,,,,,
INC0533606,Collaboration Tools Support,,,,,,,,,,,,,,
INC0533612,Collaboration Tools Support,,,,,,,,,,,,,,
INC0533699,BASIS/AS400 Application Support,,,,,,,,,,,,,,
